23.09,ns
24.55,ns
25.70,ns
27.12,ns
32.25,ns
29.19,ns
35.51,ns
36.52,ns
38.11,ns
39.91,ns
54.00,ns
68.77,ns
84.98,ns
105.8,ns
125.3,ns
137.7,ns
152.2,ns
175.4,ns
181.3,ns
326.0,ns
489.5,ns
622.9,ns
766.1,ns
963.5,ns
1.059,μs
1.209,μs
1.412,μs
1.501,μs
3.255,μs
4.616,μs
5.913,μs
7.363,μs
9.190,μs
10.31,μs
11.81,μs
13.92,μs
14.79,μs
30.32,μs
46.18,μs
8.970,ns
8.934,ns
8.994,ns
8.948,ns
8.933,ns
9.227,ns
8.933,ns
8.924,ns
8.954,ns
9.263,ns
9.108,ns
9.514,ns
9.459,ns
9.326,ns
9.247,ns
9.358,ns
9.363,ns
9.518,ns
9.388,ns
9.312,ns
9.414,ns
9.409,ns
9.261,ns
9.246,ns
8.965,ns
8.933,ns
8.978,ns
9.153,ns
8.942,ns
9.255,ns
9.328,ns
8.941,ns
8.941,ns
9.164,ns
8.960,ns
9.007,ns
9.212,ns
8.938,ns
8.940,ns
24.29,ns
24.50,ns
24.89,ns
25.53,ns
25.43,ns
27.77,ns
28.26,ns
28.45,ns
28.51,ns
29.94,ns
34.80,ns
43.33,ns
51.79,ns
63.27,ns
73.73,ns
82.24,ns
93.22,ns
103.8,ns
113.2,ns
215.3,ns
314.8,ns
413.4,ns
521.0,ns
622.7,ns
741.4,ns
853.3,ns
942.2,ns
1.024,μs
2.116,μs
3.023,μs
4.104,μs
5.257,μs
6.106,μs
7.169,μs
8.131,μs
9.043,μs
10.20,μs
20.00,μs
30.58,μs
22.56,ns
22.80,ns
23.02,ns
22.50,ns
23.63,ns
23.73,ns
23.17,ns
22.49,ns
23.84,ns
22.79,ns
23.46,ns
23.20,ns
22.59,ns
22.53,ns
22.57,ns
22.92,ns
22.57,ns
22.84,ns
23.32,ns
22.55,ns
22.73,ns
22.54,ns
22.67,ns
22.53,ns
22.66,ns
22.54,ns
23.11,ns
22.59,ns
22.49,ns
22.65,ns
22.56,ns
22.51,ns
22.64,ns
24.38,ns
23.03,ns
22.54,ns
22.55,ns
22.51,ns
23.13,ns
122.6,ns
120.3,ns
118.8,ns
121.5,ns
123.1,ns
119.6,ns
121.9,ns
126.6,ns
124.9,ns
127.1,ns
131.2,ns
147.3,ns
150.6,ns
161.3,ns
175.3,ns
181.7,ns
188.7,ns
205.1,ns
219.5,ns
310.0,ns
412.0,ns
508.9,ns
616.6,ns
739.3,ns
823.4,ns
905.5,ns
1.013,μs
1.110,μs
2.126,μs
3.114,μs
4.133,μs
5.258,μs
6.294,μs
7.162,μs
8.199,μs
9.440,μs
10.22,μs
20.25,μs
30.29,μs
118.9,ns
116.8,ns
120.6,ns
121.1,ns
119.4,ns
117.4,ns
117.0,ns
122.1,ns
118.6,ns
118.2,ns
118.3,ns
119.4,ns
117.8,ns
116.3,ns
125.0,ns
114.9,ns
118.6,ns
118.7,ns
117.0,ns
115.7,ns
118.4,ns
119.2,ns
118.8,ns
120.4,ns
123.2,ns
116.7,ns
122.2,ns
116.5,ns
118.7,ns
117.1,ns
117.3,ns
112.0,ns
117.0,ns
116.8,ns
113.5,ns
119.5,ns
118.3,ns
118.2,ns
119.7,ns
