10.62,ns
33.42,ns
42.71,ns
55.78,ns
64.66,ns
72.13,ns
87.45,ns
92.71,ns
98.36,ns
117.3,ns
211.4,ns
304.4,ns
397.9,ns
514.6,ns
616.3,ns
727.5,ns
806.3,ns
899.8,ns
992.0,ns
1.930,μs
2.874,μs
3.817,μs
4.787,μs
5.713,μs
6.699,μs
7.572,μs
8.557,μs
9.448,μs
20.14,μs
28.15,μs
39.79,μs
46.76,μs
56.30,μs
65.17,μs
75.18,μs
84.23,μs
95.53,μs
186.4,μs
281.9,μs
9.219,ns
9.015,ns
9.009,ns
9.229,ns
8.981,ns
8.988,ns
8.969,ns
8.966,ns
9.004,ns
8.926,ns
8.963,ns
8.986,ns
8.983,ns
8.941,ns
8.951,ns
8.947,ns
8.934,ns
8.948,ns
8.938,ns
8.938,ns
9.043,ns
8.948,ns
9.188,ns
8.983,ns
8.940,ns
9.146,ns
8.975,ns
9.200,ns
8.983,ns
8.961,ns
8.956,ns
8.958,ns
8.966,ns
9.032,ns
8.950,ns
8.955,ns
8.943,ns
9.062,ns
8.945,ns
22.52,ns
29.49,ns
31.16,ns
33.20,ns
35.63,ns
38.02,ns
41.77,ns
43.12,ns
45.10,ns
47.02,ns
72.54,ns
93.82,ns
117.2,ns
140.9,ns
168.1,ns
190.7,ns
215.0,ns
235.4,ns
259.2,ns
492.0,ns
725.9,ns
957.8,ns
1.192,μs
1.425,μs
1.662,μs
1.896,μs
2.128,μs
2.365,μs
4.725,μs
7.024,μs
9.416,μs
11.70,μs
14.02,μs
16.41,μs
18.77,μs
21.18,μs
23.38,μs
47.12,μs
70.23,μs
22.27,ns
22.23,ns
22.29,ns
22.23,ns
22.25,ns
22.22,ns
22.19,ns
22.17,ns
22.20,ns
22.15,ns
22.18,ns
22.35,ns
22.36,ns
22.30,ns
22.28,ns
22.20,ns
22.20,ns
22.71,ns
22.22,ns
22.34,ns
22.22,ns
22.26,ns
22.20,ns
22.27,ns
22.25,ns
22.35,ns
22.29,ns
22.29,ns
22.37,ns
22.22,ns
22.16,ns
25.64,ns
22.19,ns
22.35,ns
22.20,ns
22.20,ns
22.19,ns
22.19,ns
22.62,ns
114.8,ns
120.1,ns
126.7,ns
129.5,ns
127.9,ns
132.9,ns
136.6,ns
136.7,ns
140.8,ns
147.2,ns
170.9,ns
190.4,ns
215.6,ns
244.7,ns
258.3,ns
301.5,ns
321.0,ns
340.1,ns
369.5,ns
585.2,ns
839.5,ns
1.055,μs
1.305,μs
1.517,μs
1.751,μs
2.011,μs
2.247,μs
2.559,μs
4.943,μs
7.115,μs
9.480,μs
11.82,μs
14.12,μs
16.91,μs
19.86,μs
21.73,μs
24.11,μs
48.76,μs
70.05,μs
118.7,ns
114.4,ns
114.1,ns
118.1,ns
122.3,ns
117.6,ns
114.9,ns
114.5,ns
118.6,ns
117.4,ns
119.4,ns
113.6,ns
117.5,ns
115.9,ns
121.0,ns
121.6,ns
116.3,ns
115.0,ns
114.0,ns
118.1,ns
113.4,ns
121.7,ns
121.3,ns
125.0,ns
121.2,ns
121.7,ns
124.1,ns
117.5,ns
121.9,ns
118.3,ns
114.4,ns
119.0,ns
120.6,ns
117.5,ns
114.9,ns
119.0,ns
117.1,ns
114.5,ns
118.5,ns
